dataset,query_id,objective_count,method,epsilon,status,certified,paths,reference_kind,reference_size,reference_configurations,empirical_epsilon,load_seconds,preprocess_seconds,search_seconds,total_seconds,peak_rss_mb,expanded,labels,merged,file
NY,0003,2,NAMOA_dr_goal_epsilon,0.0,exact,True,498,exact,498,2,0.0,0.790949138,1.088621233,3.512852675,5.4029059,297,2433465,2831236,0,NY_0003_m2_e0.0_3faeefcc3ba82321.json
NY,0003,2,apex_open_merge,0.2,epsilon_cover,True,6,exact,498,2,0.029793759763805383,0.767983057,1.075268128,0.009505215,1.854770002,63,0,1,0,NY_0003_m2_e0.2_4ff02dea5f89a8e1.json
NY,0003,3,apex_open_merge,0.2,epsilon_cover,True,10,unavailable_single_config,10,1,,0.767175126,1.06878273,0.009436991,1.847934075,63,0,1,0,NY_0003_m3_e0.2_c9f347be5914cf2c.json
NY,0003,5,apex_open_merge,0.2,epsilon_cover,True,13,unavailable_single_config,13,1,,0.682128128,1.039538641,3.010548022,4.754029909,303,1567303,1575854,904334,NY_0003_m5_e0.2_f9c484b723d7d396.json
NY,0004,2,NAMOA_dr_goal_epsilon,0.0,exact,True,5,exact,5,2,0.0,0.790024408,0.64684952,0.006054484,1.444371786,63,818,1015,0,NY_0004_m2_e0.0_0311687623af7db3.json
NY,0004,2,apex_open_merge,0.2,epsilon_cover,True,3,exact,5,2,0.017689953674325576,0.731378972,0.611466308,0.006070296,1.350698631,63,0,1,0,NY_0004_m2_e0.2_fdf93d3573e6ad02.json
NY,0004,3,apex_open_merge,0.2,epsilon_cover,True,8,unavailable_single_config,8,1,,0.724087817,0.5917231,0.007885032,1.325593416,63,0,1,0,NY_0004_m3_e0.2_bbbd7efe88446094.json
NY,0004,5,apex_open_merge,0.2,epsilon_cover,True,9,unavailable_single_config,9,1,,0.725737532,0.662603416,0.008550694,1.398605408,63,0,1,0,NY_0004_m5_e0.2_5b8695e6602cdd28.json
NY,0005,2,NAMOA_dr_goal_epsilon,0.0,exact,True,41,exact,41,2,0.0,0.789633355,0.407867394,0.013666088,1.212513063,63,17219,22602,0,NY_0005_m2_e0.0_10560698a02d08db.json
NY,0005,2,apex_open_merge,0.2,epsilon_cover,True,5,exact,41,2,0.06366118080731686,0.723215712,0.378023415,0.00577776,1.108842784,63,0,1,0,NY_0005_m2_e0.2_ce85bd0c39f57be2.json
NY,0005,3,apex_open_merge,0.2,epsilon_cover,True,9,unavailable_single_config,9,1,,0.72386303,0.433008758,0.016301756,1.175711207,63,13808,13808,5390,NY_0005_m3_e0.2_34e1d182d0a25f23.json
NY,0005,5,apex_open_merge,0.2,epsilon_cover,True,10,unavailable_single_config,10,1,,0.762224856,0.59127852,0.03241112,1.389512473,63,30596,31304,14103,NY_0005_m5_e0.2_a7401bdee6ad2884.json
NY,0006,2,NAMOA_dr_goal_epsilon,0.0,exact,True,74,exact,74,2,0.0,0.787442143,0.452183552,0.025397056,1.266604606,63,40223,48022,0,NY_0006_m2_e0.0_7bb68c2a0e7a8ce2.json
NY,0006,2,apex_open_merge,0.2,epsilon_cover,True,7,exact,74,2,0.037880061806148335,0.722958869,0.416136221,0.007971759,1.148920581,63,0,1,0,NY_0006_m2_e0.2_b0acaa5ee52bbbe6.json
NY,0006,3,apex_open_merge,0.2,epsilon_cover,True,10,unavailable_single_config,10,1,,0.671384857,0.482017404,0.008446203,1.164062884,63,872,872,272,NY_0006_m3_e0.2_bac849e39b6ddadd.json
NY,0006,5,apex_open_merge,0.2,epsilon_cover,True,11,unavailable_single_config,11,1,,0.684739043,0.638497993,0.012642251,1.338320082,63,6324,6324,1554,NY_0006_m5_e0.2_9e63a1a5fed81c45.json
NY,0007,2,NAMOA_dr_goal_epsilon,0.0,exact,True,54,exact,54,2,0.0,0.786981771,1.060126022,0.083062933,1.93159227,63,88402,120207,0,NY_0007_m2_e0.0_46fe8dfa0d93f4b5.json
NY,0007,2,apex_open_merge,0.2,epsilon_cover,True,6,exact,54,2,0.020365973609648647,0.686816236,1.047423557,0.008104058,1.744277996,63,0,1,0,NY_0007_m2_e0.2_58c8e1646f450731.json
NY,0007,3,apex_open_merge,0.2,epsilon_cover,True,11,unavailable_single_config,11,1,,0.674194092,1.029122047,0.026702572,1.733924039,63,28240,28240,11403,NY_0007_m3_e0.2_c7d71a91be33bdf3.json
NY,0007,5,apex_open_merge,0.2,epsilon_cover,True,13,unavailable_single_config,13,1,,0.666859821,0.871204492,0.110464244,1.653406168,78,128445,128456,60154,NY_0007_m5_e0.2_0fd4b4756ac58a70.json
NY,0008,2,NAMOA_dr_goal_epsilon,0.0,exact,True,33,exact,33,2,0.0,0.784590754,0.791225022,0.028509788,1.605646645,63,37532,53429,0,NY_0008_m2_e0.0_a1ba970c1932842d.json
NY,0008,2,apex_open_merge,0.2,epsilon_cover,True,5,exact,33,2,0.024994361699248513,0.671166756,0.878880412,0.009174979,1.561496132,63,0,1,0,NY_0008_m2_e0.2_3cd981b06565c69f.json
NY,0008,3,apex_open_merge,0.2,epsilon_cover,True,12,unavailable_single_config,12,1,,0.666498635,0.770997753,0.341293465,1.790260253,135,332877,338828,175699,NY_0008_m3_e0.2_427476a47149b14a.json
NY,0008,5,apex_open_merge,0.2,epsilon_cover,True,14,unavailable_single_config,14,1,,0.67382133,0.905540424,0.478565524,2.069176941,135,396415,402226,220868,NY_0008_m5_e0.2_2215c5ed586a1a46.json
NY,0009,2,NAMOA_dr_goal_epsilon,0.0,exact,True,139,exact,139,2,0.0,0.785622676,1.152047038,0.228684864,2.169781655,92,285246,362549,0,NY_0009_m2_e0.0_b8a0d25f70f30dfd.json
NY,0009,2,apex_open_merge,0.2,epsilon_cover,True,5,exact,139,2,0.02325911999726693,0.68144013,1.134513384,0.009194317,1.827744296,63,0,1,0,NY_0009_m2_e0.2_fa83da11ae69c829.json
NY,0009,3,apex_open_merge,0.2,epsilon_cover,True,10,unavailable_single_config,10,1,,0.672420495,1.105624611,0.007696822,1.787536657,63,0,1,0,NY_0009_m3_e0.2_97a6de452d076ec2.json
NY,0009,5,apex_open_merge,0.2,epsilon_cover,True,10,unavailable_single_config,10,1,,0.687215767,1.089683051,0.053130584,1.834197941,64,58420,58420,22198,NY_0009_m5_e0.2_863514becb20c93f.json
NY,0010,2,NAMOA_dr_goal_epsilon,0.0,exact,True,8,exact,8,2,0.0,0.785015728,0.236334215,0.00391034,1.026240594,63,227,301,0,NY_0010_m2_e0.0_c69dacc2895b432b.json
NY,0010,2,apex_open_merge,0.2,epsilon_cover,True,4,exact,8,2,0.044018307645647736,0.68880537,0.227044969,0.008867441,0.926729613,63,0,1,0,NY_0010_m2_e0.2_f2d1000bd575b88e.json
NY,0010,3,apex_open_merge,0.2,epsilon_cover,True,6,unavailable_single_config,6,1,,0.673248399,0.311883888,0.006573848,0.993877974,63,0,1,0,NY_0010_m3_e0.2_97dd7d68c34d3c6b.json
NY,0010,5,apex_open_merge,0.2,epsilon_cover,True,6,unavailable_single_config,6,1,,0.696723467,0.462972772,0.006920768,1.168755938,63,0,1,0,NY_0010_m5_e0.2_b4687d0e013bda03.json
NY,0011,2,NAMOA_dr_goal_epsilon,0.0,exact,True,115,exact,115,2,0.0,0.722905357,0.699899112,0.124718388,1.548677657,69,157465,197713,0,NY_0011_m2_e0.0_e1c7820989d84cdd.json
NY,0011,2,apex_open_merge,0.2,epsilon_cover,True,7,exact,115,2,0.03715897386117906,0.698063519,0.674709483,0.008298732,1.383216749,63,0,1,0,NY_0011_m2_e0.2_3414b0667369a211.json
NY,0011,3,apex_open_merge,0.2,epsilon_cover,True,10,unavailable_single_config,10,1,,0.662832101,0.697988973,0.101525635,1.46844469,77,117369,120354,59104,NY_0011_m3_e0.2_5ad12de5dead661b.json
NY,0011,5,apex_open_merge,0.2,epsilon_cover,True,114,unavailable_single_config,114,1,,0.679551558,0.810295588,0.434604328,1.933945129,135,301927,307693,158020,NY_0011_m5_e0.2_1d3a58e830e1719b.json
NY,0012,2,NAMOA_dr_goal_epsilon,0.0,exact,True,41,exact,41,2,0.0,0.712448832,0.549702862,0.011065581,1.274377845,63,14699,18000,0,NY_0012_m2_e0.0_caff102727714e59.json
NY,0012,2,apex_open_merge,0.2,epsilon_cover,True,6,exact,41,2,0.03646008862260497,0.684018736,0.582957051,0.009256109,1.278264132,63,0,1,0,NY_0012_m2_e0.2_dbfe8dc455f70035.json
NY,0012,3,apex_open_merge,0.2,epsilon_cover,True,11,unavailable_single_config,11,1,,0.688590654,0.59997833,0.011640238,1.302732508,63,6097,6097,1424,NY_0012_m3_e0.2_1e78d9bcc3980dea.json
NY,0012,5,apex_open_merge,0.2,epsilon_cover,True,14,unavailable_single_config,14,1,,0.681225811,0.670293469,0.096234337,1.454275865,75,92484,93234,33674,NY_0012_m5_e0.2_1968c28a64cd4109.json
NY,0013,2,NAMOA_dr_goal_epsilon,0.0,exact,True,221,exact,221,2,0.0,0.711263543,0.805773613,0.320161584,1.839420468,91,296990,377393,0,NY_0013_m2_e0.0_e31aaf907605a4a8.json
NY,0013,2,apex_open_merge,0.2,epsilon_cover,True,6,exact,221,2,0.02543037067168963,0.680737143,0.865426119,0.009211816,1.557913996,63,0,1,0,NY_0013_m2_e0.2_e716c8c5350c3647.json
NY,0013,3,apex_open_merge,0.2,epsilon_cover,True,10,unavailable_single_config,10,1,,0.673416585,0.845662274,0.151037533,1.677026337,97,165866,165866,65621,NY_0013_m3_e0.2_ae7b25f787d4368d.json
NY,0013,5,apex_open_merge,0.2,epsilon_cover,True,12,unavailable_single_config,12,1,,0.690930279,0.946362481,0.643586499,2.295005809,135,438217,442839,217295,NY_0013_m5_e0.2_5da8a7ece931ede2.json
NY,0014,2,NAMOA_dr_goal_epsilon,0.0,exact,True,85,exact,85,2,0.0,0.709545588,0.666819122,0.01736061,1.395272035,63,21473,28287,0,NY_0014_m2_e0.0_1b111b97a3eff6d0.json
NY,0014,2,apex_open_merge,0.2,epsilon_cover,True,6,exact,85,2,0.020010616228898215,0.675826636,0.700715528,0.008127049,1.386515208,63,0,1,0,NY_0014_m2_e0.2_02c2544bd20af88d.json
NY,0014,3,apex_open_merge,0.2,epsilon_cover,True,12,unavailable_single_config,12,1,,0.682995914,0.820396031,0.151386604,1.663664702,96,159682,161663,74222,NY_0014_m3_e0.2_5649099f69d810fa.json
NY,0014,5,apex_open_merge,0.2,epsilon_cover,True,14,unavailable_single_config,14,1,,0.676211306,0.824273075,0.2539109,1.763864748,106,250942,253575,125966,NY_0014_m5_e0.2_69447c0c95bb8015.json
NY,0015,2,NAMOA_dr_goal_epsilon,0.0,exact,True,59,exact,59,2,0.0,0.77801951,1.026396237,0.031934891,1.837830996,63,44854,59911,0,NY_0015_m2_e0.0_506db399b41aac76.json
NY,0015,2,apex_open_merge,0.2,epsilon_cover,True,7,exact,59,2,0.01203947761009383,0.689287127,1.000287451,0.008668055,1.700682613,63,0,1,0,NY_0015_m2_e0.2_7ff602206387f278.json
NY,0015,3,apex_open_merge,0.2,epsilon_cover,True,14,unavailable_single_config,14,1,,0.689712424,1.030138254,1.295001519,3.036203547,191,749338,756354,427998,NY_0015_m3_e0.2_c63fc3a6b5c1e7f0.json
NY,0015,5,apex_open_merge,0.2,epsilon_cover,True,24,unavailable_single_config,24,1,,0.653729904,0.879752786,3.154854696,4.728751439,303,1567015,1576944,892573,NY_0015_m5_e0.2_19ff171a0cc33f97.json
NY,0016,2,NAMOA_dr_goal_epsilon,0.0,exact,True,2,exact,2,2,0.0,0.706454285,0.207662789,0.003255918,0.918154754,63,158,166,0,NY_0016_m2_e0.0_cf97c7600ca9c497.json
NY,0016,2,apex_open_merge,0.2,epsilon_cover,True,2,exact,2,2,0.0,0.677990926,0.21604055,0.008346533,0.904198602,63,0,1,0,NY_0016_m2_e0.2_61da42bc01ad5f4b.json
NY,0016,3,apex_open_merge,0.2,epsilon_cover,True,5,unavailable_single_config,5,1,,0.57234153,0.271631428,0.004991453,0.850493249,63,0,1,0,NY_0016_m3_e0.2_8e4cdc12117da665.json
NY,0016,5,apex_open_merge,0.2,epsilon_cover,True,6,unavailable_single_config,6,1,,0.677556202,0.475853029,0.009592817,1.165192294,63,0,1,0,NY_0016_m5_e0.2_2e564f5bea7b4b76.json
NY,0017,2,NAMOA_dr_goal_epsilon,0.0,exact,True,37,exact,37,2,0.0,0.683636807,0.399353672,0.008969935,1.092932594,63,12690,15955,0,NY_0017_m2_e0.0_60e72a1728b80284.json
NY,0017,2,apex_open_merge,0.2,epsilon_cover,True,4,exact,37,2,0.020997989677800533,0.688629145,0.430818092,0.008853437,1.130748345,63,0,1,0,NY_0017_m2_e0.2_346d62486550af75.json
NY,0017,3,apex_open_merge,0.2,epsilon_cover,True,10,unavailable_single_config,10,1,,0.672896228,0.476392109,0.025666291,1.178569505,63,26645,27121,10977,NY_0017_m3_e0.2_2e87749fddb9724b.json
NY,0017,5,apex_open_merge,0.2,epsilon_cover,True,14,unavailable_single_config,14,1,,0.681943876,0.581259942,0.036829955,1.303391094,63,37817,38495,15997,NY_0017_m5_e0.2_869ac0d16f468c7e.json
NY,0018,2,NAMOA_dr_goal_epsilon,0.0,exact,True,23,exact,23,2,0.0,0.684413851,0.472730263,0.008356735,1.166851939,63,8063,10236,0,NY_0018_m2_e0.0_992dab4b339c31dc.json
NY,0018,2,apex_open_merge,0.2,epsilon_cover,True,3,exact,23,2,0.042431369144624975,0.689764011,0.462714451,0.006771777,1.161368997,63,0,1,0,NY_0018_m2_e0.2_96a7e5097f58c3e6.json
NY,0018,3,apex_open_merge,0.2,epsilon_cover,True,10,unavailable_single_config,10,1,,0.672495293,0.49810114,0.008239466,1.181155416,63,0,1,0,NY_0018_m3_e0.2_c57b0fb0c3326360.json
NY,0018,5,apex_open_merge,0.2,epsilon_cover,True,11,unavailable_single_config,11,1,,0.688696825,0.621311731,0.008860219,1.321205229,63,0,1,0,NY_0018_m5_e0.2_a734c098ba9afd7c.json
NY,0019,2,NAMOA_dr_goal_epsilon,0.0,exact,True,31,exact,31,2,0.0,0.685622682,0.687785503,0.013226177,1.387971018,63,19155,24111,0,NY_0019_m2_e0.0_d227d4156696dbb3.json
NY,0019,2,apex_open_merge,0.2,epsilon_cover,True,6,exact,31,2,0.049254912303837495,0.686372375,0.641202607,0.008451984,1.338274951,63,0,1,0,NY_0019_m2_e0.2_c95c36bc63d2d6d3.json
NY,0019,3,apex_open_merge,0.2,epsilon_cover,True,10,unavailable_single_config,10,1,,0.631638277,0.555826861,0.006863908,1.196238334,63,62,62,4,NY_0019_m3_e0.2_70abac799d700ae5.json
NY,0019,5,apex_open_merge,0.2,epsilon_cover,True,12,unavailable_single_config,12,1,,0.676521371,0.710049885,0.010242317,1.39914647,63,2631,2631,711,NY_0019_m5_e0.2_5db548d3c5a3235a.json
NY,0020,2,NAMOA_dr_goal_epsilon,0.0,exact,True,91,exact,91,2,0.0,0.676201626,0.416924092,0.099470791,1.194334336,67,123149,159524,0,NY_0020_m2_e0.0_9f6241dbc784dd4b.json
NY,0020,2,apex_open_merge,0.2,epsilon_cover,True,4,exact,91,2,0.12437922129519263,0.682103944,0.383463414,0.006044586,1.073309152,63,1054,1054,360,NY_0020_m2_e0.2_00627e99bb0b8a72.json
NY,0020,3,apex_open_merge,0.2,epsilon_cover,True,9,unavailable_single_config,9,1,,0.689704963,0.487981906,0.024287612,1.205198885,63,23687,24253,12223,NY_0020_m3_e0.2_59b9237725bc96ca.json
NY,0020,5,apex_open_merge,0.2,epsilon_cover,True,12,unavailable_single_config,12,1,,0.68951496,0.602076531,0.033200901,1.327582334,63,33294,33649,15152,NY_0020_m5_e0.2_187ed6d745c4da59.json
NY,0021,2,NAMOA_dr_goal_epsilon,0.0,exact,True,36,exact,36,2,0.0,0.557422507,0.339212411,0.005723382,0.90361845,63,4441,4951,0,NY_0021_m2_e0.0_ea7704fa98cf47ec.json
NY,0021,2,apex_open_merge,0.2,epsilon_cover,True,4,exact,36,2,0.01769697301839579,0.691675616,0.380123571,0.006494836,1.080280646,63,0,1,0,NY_0021_m2_e0.2_0ecf4f6862067f7c.json
NY,0021,3,apex_open_merge,0.2,epsilon_cover,True,10,unavailable_single_config,10,1,,0.692447449,0.466372974,0.01082654,1.172490679,63,4058,4058,1593,NY_0021_m3_e0.2_56703bbd1ae05e86.json
NY,0021,5,apex_open_merge,0.2,epsilon_cover,True,12,unavailable_single_config,12,1,,0.686962332,0.587464296,0.012027058,1.288503771,63,6950,7063,2548,NY_0021_m5_e0.2_ac723c2c7e074296.json
NY,0022,2,NAMOA_dr_goal_epsilon,0.0,exact,True,201,exact,201,2,0.0,0.671838698,1.00088196,0.09631396,1.770168411,66,112169,134800,0,NY_0022_m2_e0.0_949e086cd5cefc2f.json
NY,0022,2,apex_open_merge,0.2,epsilon_cover,True,5,exact,201,2,0.030460346194700838,0.569480194,0.870160769,0.006895374,1.448157007,63,0,1,0,NY_0022_m2_e0.2_16981b5228cb9227.json
NY,0022,3,apex_open_merge,0.2,epsilon_cover,True,11,unavailable_single_config,11,1,,0.689158715,1.048540742,0.008891152,1.748735412,63,0,1,0,NY_0022_m3_e0.2_2a13492da39d4404.json
NY,0022,5,apex_open_merge,0.2,epsilon_cover,True,11,unavailable_single_config,11,1,,0.677260742,0.957642181,0.009531041,1.646535938,63,3060,3060,1148,NY_0022_m5_e0.2_8db1a322a7669d17.json
NY,0023,2,NAMOA_dr_goal_epsilon,0.0,exact,True,5,exact,5,2,0.0,0.691614128,0.2128409,0.003673279,0.909125586,63,97,107,0,NY_0023_m2_e0.0_78f5563d660e145b.json
NY,0023,2,apex_open_merge,0.2,epsilon_cover,True,2,exact,5,2,0.013072566081103298,0.66536408,0.197719113,0.007721248,0.872712715,63,0,1,0,NY_0023_m2_e0.2_0486a2889ac2df30.json
NY,0023,3,apex_open_merge,0.2,epsilon_cover,True,6,unavailable_single_config,6,1,,0.686935616,0.287073205,0.011161646,0.988431891,63,0,1,0,NY_0023_m3_e0.2_394f5304d6a8d2e3.json
NY,0023,5,apex_open_merge,0.2,epsilon_cover,True,5,unavailable_single_config,5,1,,0.679755998,0.433384792,0.007744267,1.1229108,63,0,1,0,NY_0023_m5_e0.2_0a2fe3603864aa86.json
NY,0024,2,NAMOA_dr_goal_epsilon,0.0,exact,True,32,exact,32,2,0.0,0.672649793,0.314979961,0.007485884,0.996443109,63,6944,8563,0,NY_0024_m2_e0.0_cd1373b8913a2990.json
NY,0024,2,apex_open_merge,0.2,epsilon_cover,True,4,exact,32,2,0.03742967056376334,0.549315716,0.27806646,0.005302579,0.834435374,63,0,1,0,NY_0024_m2_e0.2_bf49ea436fd40c1d.json
NY,0024,3,apex_open_merge,0.2,epsilon_cover,True,8,unavailable_single_config,8,1,,0.675159103,0.424782105,0.009544634,1.111865691,63,1943,1943,718,NY_0024_m3_e0.2_eac0a0a37480596c.json
NY,0024,5,apex_open_merge,0.2,epsilon_cover,True,11,unavailable_single_config,11,1,,0.685955737,0.572640518,0.011951262,1.27299986,63,4283,4283,2039,NY_0024_m5_e0.2_d4966c5d634e3855.json
NY,0025,2,NAMOA_dr_goal_epsilon,0.0,exact,True,504,exact,504,2,0.0,0.685458158,1.034697962,1.737981611,3.464218653,183,1211343,1583510,0,NY_0025_m2_e0.0_3a9624a9d84aac20.json
NY,0025,2,apex_open_merge,0.2,epsilon_cover,True,5,exact,504,2,0.09032039084597576,0.68096261,0.998283164,0.008594511,1.689985043,63,0,1,0,NY_0025_m2_e0.2_34d0e8902200f946.json
NY,0025,3,apex_open_merge,0.2,epsilon_cover,True,12,unavailable_single_config,12,1,,0.674746521,0.936363311,0.417755465,2.04025753,135,371787,377477,200858,NY_0025_m3_e0.2_ff05b07e49bbea2e.json
NY,0025,5,apex_open_merge,0.2,epsilon_cover,True,44,unavailable_single_config,44,1,,0.681229239,1.010333748,1.820902889,3.537013617,191,1018188,1027813,597261,NY_0025_m5_e0.2_a0364cd5c6fec3b0.json
NY,0026,2,NAMOA_dr_goal_epsilon,0.0,exact,True,2,exact,2,2,0.0,0.671719554,0.22270921,0.003396985,0.898710916,63,105,108,0,NY_0026_m2_e0.0_aae81fb815c836dd.json
NY,0026,2,apex_open_merge,0.2,epsilon_cover,True,2,exact,2,2,0.0,0.688713837,0.234025202,0.008808263,0.933779482,63,0,1,0,NY_0026_m2_e0.2_88161e95162fa92b.json
NY,0026,3,apex_open_merge,0.2,epsilon_cover,True,5,unavailable_single_config,5,1,,0.692367877,0.312895339,0.005729018,1.012790144,63,0,1,0,NY_0026_m3_e0.2_9f35aa9287bbb6a2.json
NY,0026,5,apex_open_merge,0.2,epsilon_cover,True,8,unavailable_single_config,8,1,,0.687962061,0.467685866,0.008755018,1.166388271,63,0,1,0,NY_0026_m5_e0.2_dc9fb60570ac2d7c.json
NY,0027,2,NAMOA_dr_goal_epsilon,0.0,exact,True,70,exact,70,2,0.0,0.663549496,0.651236849,0.028105916,1.344367381,63,54228,61742,0,NY_0027_m2_e0.0_63d66529a6e7bc35.json
NY,0027,2,apex_open_merge,0.2,epsilon_cover,True,5,exact,70,2,0.01671254639545139,0.675712958,0.673092452,0.008640456,1.359689218,63,0,1,0,NY_0027_m2_e0.2_9adce67205f0b866.json
NY,0027,3,apex_open_merge,0.2,epsilon_cover,True,9,unavailable_single_config,9,1,,0.677219428,0.693319435,0.105385792,1.480615686,78,124045,126725,53190,NY_0027_m3_e0.2_d9573d8bf8afe8d4.json
NY,0027,5,apex_open_merge,0.2,epsilon_cover,True,11,unavailable_single_config,11,1,,0.683631411,0.794759091,0.168530416,1.653950683,95,154528,156099,65787,NY_0027_m5_e0.2_3e17c6b3a722109a.json
NY,0028,2,NAMOA_dr_goal_epsilon,0.0,exact,True,38,exact,38,2,0.0,0.698233877,0.482373352,0.010352461,1.192584568,63,9247,10441,0,NY_0028_m2_e0.0_5c34646706fe79cf.json
NY,0028,2,apex_open_merge,0.2,epsilon_cover,True,4,exact,38,2,0.0125237150741635,0.676889292,0.443498831,0.007340453,1.129476074,63,0,1,0,NY_0028_m2_e0.2_1fc69b1c1d511844.json
NY,0028,3,apex_open_merge,0.2,epsilon_cover,True,9,unavailable_single_config,9,1,,0.571724477,0.449061753,0.021903514,1.045796524,63,31705,31705,11446,NY_0028_m3_e0.2_08aeda07da71c10d.json
NY,0028,5,apex_open_merge,0.2,epsilon_cover,True,19,unavailable_single_config,19,1,,0.67833072,0.626260633,0.154266085,1.46407555,95,153374,155440,60633,NY_0028_m5_e0.2_e1814b426a8859fd.json
NY,0029,2,NAMOA_dr_goal_epsilon,0.0,exact,True,57,exact,57,2,0.0,0.695910867,0.564405674,0.013437434,1.275533371,63,16674,20547,0,NY_0029_m2_e0.0_f1896dcfe2302723.json
NY,0029,2,apex_open_merge,0.2,epsilon_cover,True,6,exact,57,2,0.013123626367420815,0.578581328,0.47735185,0.007840711,1.065707392,63,0,1,0,NY_0029_m2_e0.2_1a620fdfae43ae52.json
NY,0029,3,apex_open_merge,0.2,epsilon_cover,True,11,unavailable_single_config,11,1,,0.67769864,0.567658012,0.065863424,1.315431794,73,70891,72352,35887,NY_0029_m3_e0.2_f69015c298007736.json
NY,0029,5,apex_open_merge,0.2,epsilon_cover,True,14,unavailable_single_config,14,1,,0.677149225,0.711583016,0.114837442,1.508890565,76,108892,110235,54670,NY_0029_m5_e0.2_2d1403e35ab3a458.json
NY,0030,2,NAMOA_dr_goal_epsilon,0.0,exact,True,4,exact,4,2,0.0,0.674634955,0.224175738,0.00447219,0.904454348,63,260,273,0,NY_0030_m2_e0.0_748852c6c706ad9b.json
NY,0030,2,apex_open_merge,0.2,epsilon_cover,True,3,exact,4,2,0.0007026225494422,0.687937287,0.247729408,0.005523407,0.942977426,63,0,1,0,NY_0030_m2_e0.2_9dc5568dc79340da.json
NY,0030,3,apex_open_merge,0.2,epsilon_cover,True,5,unavailable_single_config,5,1,,0.581923721,0.307991091,0.005734768,0.897569213,63,0,1,0,NY_0030_m3_e0.2_9fd962067239341d.json
NY,0030,5,apex_open_merge,0.2,epsilon_cover,True,8,unavailable_single_config,8,1,,0.688684213,0.492511935,0.009279827,1.192691241,63,0,1,0,NY_0030_m5_e0.2_a4ad58af9646aacf.json
